0,0.107310817,,
1,0.103063302,,
2,0.115101968,,
3,0.117948477,,
4,0.09857454,,
5,0.135714025,,
6,0.099755693,,
7,0.096500024,,
8,0.116809469,,
9,0.088936352,,
10,0.087572665,,
11,0.093695442,,
12,0.093113247,,
13,0.11853737,,
14,0.124504878,,
15,0.12389262,,
16,0.150899157,,
17,0.108834203,,
18,0.112110949,,
19,0.121676401,,
20,0.090188262,,
21,0.089270301,,
22,0.097882689,,
23,0.09373973,,
24,0.104519491,,
25,0.127899555,,
26,0.129907627,,
27,0.121962215,,
28,0.089826195,,
29,0.096492045,,
30,0.095172395,,
31,0.131565409,,
32,0.141760553,,
33,0.106205821,,
34,0.136755698,,
35,0.111017422,,
36,0.112680148,,
37,0.105830964,,
38,0.128180361,,
39,0.143890593,,
40,0.149137002,,
41,0.181440651,,
42,0.221568217,,
43,0.154503778,,
44,0.138395554,,
45,0.171259772,,
46,0.12705559,,
47,0.133995254,,
48,0.188539283,,
49,0.255629337,,
50,0.218457892,,
51,0.34542468,,
52,0.29054159,,
53,0.167209556,,
54,0.134715181,,
55,0.15600299,,
56,0.147258838,,
57,0.144830922,,
58,0.191178023,,
59,0.14092589,,
60,0.150297756,,
61,0.151697135,,
62,0.220647067,,
63,0.214596198,,
64,0.14379131,,
65,0.265209183,,
66,0.292789416,,
67,0.228487029,,
68,0.162531545,,
69,0.169827615,,
70,0.140121108,,
71,0.18304566,,
72,0.179470589,,
73,0.188467366,,
74,0.1777865,,
75,0.134380124,,
76,0.204810621,,
77,0.223747648,,
78,0.230177667,,
79,0.262193855,,
80,0.161238123,,
81,0.100386714,,
82,0.143427,,
83,0.142615216,,
84,0.156326239,,
85,0.181803854,,
86,0.103956181,,
87,0.205623589,,
88,0.122839275,,
89,0.149318613,,
90,0.161890805,,
91,0.13387508,,
92,0.168866986,,
93,0.134599947,,
94,0.096870264,,
95,0.117907838,,
96,0.139658508,,
97,0.137643673,,
98,0.122350845,,
99,0.123046858,,
100,0.144228013,,
101,0.16368259,,
102,0.184815294,,
103,0.128685181,,
104,0.151426163,,
105,0.154584532,,
106,0.145489654,,
107,0.118371131,,
108,0.126715632,,
109,0.111476817,,
110,0.121343691,,
111,0.152625797,,
112,0.161400619,,
113,0.157657988,,
114,0.12641882,,
115,0.158760591,,
116,0.140265944,,
117,0.151743465,,
118,0.100041373,,
119,0.104382524,,
120,0.126841742,,
121,0.155601797,,
122,0.121093923,,
123,0.142125012,,
124,0.145937738,,
125,0.16791271,,
126,0.152638896,,
127,0.176407435,,
128,0.203132873,,
129,0.15754244,,
130,0.140446628,,
131,0.159541275,,
132,0.154387695,,
133,0.15500547,,
134,0.143265371,,
135,0.132724367,,
136,0.135584336,,
137,0.146673004,,
138,0.183877078,,
139,0.102213551,,
140,0.113675509,,
141,0.091735615,,
142,0.09170289,,
143,0.082978269,,
144,0.119165233,,
145,0.086656526,,
146,0.106569289,,
147,0.120101971,,
148,0.156276037,,
149,0.096351569,,
150,0.102133162,,
151,0.118164789,,
152,0.11509217,,
153,0.147448228,,
154,0.095319594,,
155,0.114186609,,
156,0.086592331,,
157,0.098212491,,
158,0.126577299,,
159,0.10268558,,
160,0.088181956,,
161,0.115005849,,
162,0.103106775,,
163,0.092820392,,
164,0.108347083,,
165,0.102559645,,
166,0.08705509,,
167,0.108978079,,
168,0.101469631,,
169,0.106027189,,
170,0.141633778,,
171,0.149775107,,
172,0.087216867,,
173,0.113669014,,
174,0.125986556,,
175,0.097599811,,
176,0.096411925,,
177,0.097132068,,
178,0.09555928,,
179,0.087343045,,
180,0.08671507,,
181,0.095652267,,
182,0.132176014,,
183,0.130847208,,
184,0.106086423,,
185,0.097523778,,
186,0.117850998,,
187,0.145508342,,
188,0.13774058,,
189,0.125283883,,
190,0.139987235,,
191,0.131808352,,
192,0.163509076,,
193,0.129431847,,
194,0.187610753,,
195,0.143174,,
196,0.177430688,,
197,0.174766522,,
198,0.1404751,,
199,0.124596681,,
200,0.174468217,,
201,0.177163502,,
202,0.208697018,,
203,0.138096781,,
204,0.141104398,,
205,0.130233983,,
206,0.121374944,,
207,0.104504925,,
208,0.123523398,,
209,0.109245703,,
210,0.236954772,,
211,0.401256167,,
212,0.143229547,,
213,0.120493386,,
214,0.133443403,,
215,0.162532533,,
216,0.133737254,,
217,0.138490699,,
218,0.147922805,,
219,0.166259276,,
220,0.155649637,,
221,0.17609116,,
222,0.131213818,,
223,0.173997587,,
224,0.135678319,,
225,0.190016346,,
226,0.161456281,,
227,0.284637046,,
228,0.384453866,,
229,0.140223609,,
230,0.158822131,,
231,0.163189328,,
232,0.125252919,,
233,0.102502426,,
234,0.111214067,,
235,0.12040444,,
236,0.118985166,,
237,0.136655558,,
238,0.140546962,,
239,0.194220056,,
240,0.18678826,,
241,0.149591985,,
242,0.112184199,,
243,0.117537918,,
244,0.147830502,,
245,0.132726557,,
246,0.167134275,,
247,0.162013708,,
248,0.104501621,,
249,0.118900832,,
250,0.106875105,,
251,0.109050532,,
252,0.172446172,,
253,0.173237258,,
254,0.12323755,,
255,0.168136227,,
256,0.128427348,,
257,0.121247129,,
258,0.111270338,,
259,0.128882018,,
260,0.150899908,,
261,0.13173441,,
262,0.171919676,,
263,0.154035724,,
264,0.161159846,,
265,0.136302266,,
266,0.144475942,,
267,0.11022425,,
268,0.18376575,,
269,0.176678589,,
270,0.140840924,,
271,0.165950201,,
272,0.136318923,,
273,0.19281191,,
274,0.16815163,,
275,0.132560975,,
276,0.140238658,,
277,0.167054555,,
278,0.133548017,,
279,0.153451001,,
280,0.114269393,,
281,0.187697773,,
282,0.16665783,,
283,0.144559325,,
284,0.188635199,,
285,0.153531132,,
286,0.146615239,,
287,0.14477677,,
288,0.110204436,,
289,0.162187179,,
290,0.124196388,,
291,0.128640057,,
292,0.139381546,,
293,0.173089935,,
294,0.181254514,,
295,0.15498876,,
296,0.110730199,,
297,0.133765252,,
298,0.122812478,,
299,0.130405172,,
300,0.137044789,,
301,0.120494921,,
302,0.124409563,,
303,0.150447303,,
304,0.178952598,,
305,0.176479296,,
306,0.21054972,,
307,0.20012215,,
308,0.153081226,,
309,0.131768964,,
310,0.148684079,,
311,0.137288504,,
312,0.128482374,,
313,0.140766421,,
314,0.106375621,,
315,0.120219242,,
316,0.163981771,,
317,0.165474077,,
318,0.16197834,,
319,0.148360932,,
320,0.14981579,,
321,0.141032331,,
322,0.121857513,,
323,0.134359208,,
324,0.12698931,,
325,0.128641982,,
326,0.124422206,,
327,0.143476011,,
328,0.156471393,,
329,0.177345721,,
330,0.210020059,,
331,0.19927478,,
332,0.169065743,,
333,0.153843491,,
334,0.136365602,,
335,0.158158277,,
336,0.187032625,,
337,0.167510324,,
338,0.144937039,,
339,0.163327443,,
340,0.131845779,,
341,0.145512913,,
342,0.149493525,,
343,0.11235167,,
344,0.155021367,,
345,0.167478645,,
346,0.128970437,,
347,0.168925151,,
348,0.108213337,,
349,0.248419673,,
350,0.163065474,,
351,0.178123114,,
352,0.133270794,,
353,0.161097126,,
354,0.121581855,,
355,0.118899639,,
356,0.215369435,,
357,0.187510118,,
358,0.256366935,,
359,0.389848158,,
360,0.115849437,,
361,0.139877964,,
362,0.12387386,,
363,0.114553854,,
364,0.15604851,,
365,0.174309012,,
366,0.128023444,,
367,0.143168511,,
368,0.195296695,,
369,0.238469709,,
370,0.213172123,,
371,0.149906623,,
372,0.172224389,,
373,0.207163836,,
374,0.117928543,,
375,0.133363841,,
376,0.147841136,,
377,0.116090968,,
378,0.117662298,,
379,0.23995267,,
380,0.242952,,
381,0.272248781,,
382,0.091699349,,
383,0.149383472,,
384,0.15369692,,
385,0.171328512,,
386,0.149987912,,
387,0.124508323,,
388,0.145761294,,
389,0.160957283,,
390,0.103197848,,
391,0.090006311,,
392,0.234168774,,1
393,0.1120538,,
394,0.107368456,,
395,0.153876684,,
396,0.19344417,,
397,0.151563922,,
398,0.086603672,,
399,0.081613976,,
400,0.082590746,,
401,0.095254166,,
402,0.118858391,,
403,0.099902993,,
404,0.084796369,,
405,0.105537894,,
406,0.116555377,,
407,0.136930231,,
408,0.151316071,,
409,0.138580961,,
410,0.188207968,,
411,0.214767417,,
412,0.115193684,,
413,0.101633419,,
414,0.140902091,,
415,0.143434134,,
416,0.100657343,,
417,0.109257922,,
418,0.115372018,,
419,0.095349025,,
420,0.102254287,,
421,0.180118979,,
422,0.099895041,,
423,0.088794792,,
424,0.110758049,,
425,0.101509286,,
426,0.084152774,,
