0.15000000000000002,KNN,0
0.2,KNN,0
0.25,KNN,0
0.3,KNN,0
0.35,KNN,0
0.39999999999999997,KNN,0
0.44999999999999996,KNN,-0.0032655156694593756
0.49999999999999994,KNN,0
0.5499999999999999,KNN,-0.04374751795579551
0.6,KNN,-0.024785010181174627
0.65,KNN,-0.029772174491288696
0.7000000000000001,KNN,-0.042326337726442696
0.7500000000000001,KNN,-0.05466785199296332
0.8000000000000002,KNN,-0.035418222176710784
0.8500000000000002,KNN,-0.07122694474388987
0.9000000000000002,KNN,-0.0793701224518004
0.9500000000000003,KNN,-0.05166084233631238
