0,0.671140291,0.699438867,0.500640172,0.166666667
1,0.372797118,0.965731877,0.721667775,0.333333333
2,0.671140291,0.137853737,0.448900753,0
3,0.671140291,0.137853737,0.561729353,0
4,0.518180544,0.137853737,0.767840601,0.166666667
5,0.518180544,0.965731877,0.691795638,0
6,0.737534486,0.965731877,0.319385283,0.333333333
7,0.737534486,0.965731877,0.453490309,0.166666667
8,0.518180544,0.965731877,0.629959646,0.833333333
9,0.372797118,0.965731877,0.378046948,0
10,0.671140291,0.965731877,0.571364154,0
11,0.525756864,0.721211653,0.447800223,0.833333333
12,0.525756864,0.721211653,0.531027187,0.666666667
13,0.737534486,0.965731877,0.809774459,0.833333333
14,0.59215106,0.965731877,0.848061612,1
15,0.518180544,0.965731877,0.315244624,0.166666667
16,0.59215106,0.965731877,0.323089209,0.166666667
17,0.372797118,0.721211653,0.587574286,0
18,0.525756864,0.965731877,0.685974523,0
19,0.518180544,0.721211653,0.734870781,0
20,0.518180544,0.965731877,0.679907742,0
21,0.518180544,0.137853737,0.428330896,0.333333333
22,0.671140291,0.699438867,0.441984925,0.166666667
23,0.525756864,0.965731877,0.632823713,0.333333333
24,0.372797118,0.965731877,0.718892284,0.5
25,0.525756864,0.965731877,0.699992733,0.333333333
26,0.518180544,0.965731877,0.736378134,0.333333333
27,0.671140291,0.965731877,0.866410062,0.333333333
28,0.372797118,0.699438867,0.343871721,0.333333333
29,0.518180544,0.965731877,0.711000741,1
30,0.525756864,0.965731877,0.561679437,0.333333333
31,0.372797118,0.454918643,0.490922968,0.5
32,0.671140291,0.965731877,0.852330015,0.166666667
33,0.671140291,0.965731877,0.598044756,0.166666667
34,0.439191313,0.965731877,0.449869692,0.333333333
35,0.671140291,0.965731877,0.621115436,0
36,0.525756864,0.965731877,0.715180386,0
37,0.525756864,0.699438867,0.528901215,0.166666667
38,0.372797118,0.965731877,0.688373875,0.333333333
39,0.518180544,0.965731877,0.828095516,0.5
40,0.671140291,0.137853737,0.073207259,0
41,0.372797118,0.137853737,0.168605831,0.166666667
42,0.372797118,0.137853737,0.174331456,0.5
43,0.372797118,0.137853737,0.120335737,0.166666667
44,0.518180544,0.137853737,0.222441603,0
45,0.737534486,0.137853737,0.27535846,0
46,0.58457474,0.137853737,0.630730528,0.333333333
47,0.58457474,0.137853737,0.661117555,0.333333333
48,0.525756864,0.137853737,0.113634078,0
49,0.372797118,0.137853737,0.14427524,0.166666667
50,0.525756864,0.137853737,0.108599428,0
51,0.525756864,0.137853737,0.267174061,0.166666667
52,0.671140291,0.137853737,0.176592374,0
53,0.671140291,0.137853737,0.109554807,0
54,0.525756864,0.137853737,0.099795258,0
