0,1,0.000171558,0.56174124,1.53E-10
1,1,1,0.96626716,1
2,1,0.999999878,0.83444861,0.999999999
3,1,0.132170652,0.65120366,0.849375361
4,1,0.415466207,0.8385936,1
5,1,0.999999979,0.84117223,1
6,1,0.999999984,0.81071827,1
7,1,0.000310947,0.55983434,4.40E-07
8,1,1,0.94512734,1
9,4.67E-30,1.30E-09,0.5486408,0.999752509
10,2.02E-130,9.96E-05,0.79583887,1
11,1,1,0.9118342,1
12,1,0.999995727,0.78496121,1
13,8.29E-300,3.66E-14,0.45484672,0.001014315
14,1,0.999999986,0.84646006,1
15,1,1,0.94830233,1
16,0,1.15E-13,0.42213951,1.18E-19
17,1,1,0.96858044,1
18,1.08E-87,0.083114251,0.76683765,1
19,1,0.999999495,0.78029993,3.54E-05
20,1,1,0.88076493,1
21,4.58E-299,4.55E-05,0.47596133,0.001605111
22,3.33E-96,2.82E-15,0.42213951,2.52E-05
23,1,0.969128805,0.7976159,0.991507846
24,3.61E-22,1.72E-14,0.4312909,0.041358935
25,1,0.088653804,0.64308139,2.50E-07
26,1,0.999999997,0.7698058,0.005973141
27,1,0.997729032,0.87008218,1
28,1,0.000104914,0.82881888,1
29,1,1,0.91675449,1
30,1,0.999999997,0.87701485,1
31,1,0.995065185,0.77632185,1
32,1,1.57E-06,0.71376038,1
33,1,1,0.93936862,1
34,1,0.999175157,0.78102622,1
35,5.49E-185,0.999964997,0.8225809,0.022333504
36,1,1,0.96915382,1
37,5.26E-267,3.44E-15,0.63731964,1
38,1,0.999999842,0.89590219,1
39,1,1,0.87473619,1
40,1,5.44E-06,0.72670646,1
41,1,0.999827101,0.88558339,1
42,1,0.999999277,0.86646206,1
43,0.242717266,0.147961466,0.5676013,2.23E-07
44,0.999999999,0.998583781,0.78604898,0.999995181
45,1,0.999941622,0.76436249,0.999999322
46,1,1,0.96198589,1
47,1,0.000182439,0.53802465,0.000111709
48,1,3.49E-07,0.42213951,7.76E-09
49,1.16E-105,6.16E-12,0.42213951,0.972504762
50,2.10E-95,5.97E-11,0.42607171,1.09E-05
51,0,8.02E-05,0.49472783,1
52,1,0.311709387,0.69014461,1
53,1,1,0.9374132,1
54,1,0.999999994,0.84615192,1
55,1,0.000249608,0.77866573,1
56,1,0.999999999,0.88573076,1
57,1,1,0.92654631,1
58,1,1,0.96277607,1
59,1,1,0.93132967,1
60,1,0.999976957,0.81609877,1
61,1,1,0.96916504,1
62,1.25E-20,2.77E-09,0.42213951,7.13E-16
63,1,1,0.93377946,1
64,0,6.70E-21,0.5390124,1
